lemma	word	grammemes
БУХВАЛОВ	БУХВАЛОВЫ	мр-жр,мн,им
БУХВАЛОВ	БУХВАЛОВЫХ	мр-жр,мн,пр
БУХВАЛОВ	БУХВАЛОВЫМИ	мр-жр,мн,тв
БУХВАЛОВА	БУХВАЛОВОЙ	жр,ед,пр
БУХВАЛЬТЕР	БУХВАЛЬТЕР	жр,0
БУХВАЛЬТЕР	БУХВАЛЬТЕРА	мр,ед,вн
БУХВАЛЬТЕР	БУХВАЛЬТЕРУ	мр,ед,дт
БУХВАЛЬТЕР	БУХВАЛЬТЕРОМ	мр,ед,тв
БУХВАЛЬТЕР	БУХВАЛЬТЕРЕ	мр,ед,пр
БУХВАЛЬТЕР	БУХВАЛЬТЕРЫ	мр-жр,мн,им
БУХВАЛЬТЕР	БУХВАЛЬТЕРОВ	мр-жр,мн,вн
БУХВАЛЬТЕР	БУХВАЛЬТЕРАМ	мр-жр,мн,дт
БУХВАЛЬТЕР	БУХВАЛЬТЕРАМИ	мр-жр,мн,тв
БУХВАЛЬТЕР	БУХВАЛЬТЕРАХ	мр-жр,мн,пр
БУХЛИН	БУХЛИН	мр,ед,им
БУХЛИНА	БУХЛИНА	жр,ед,им
БУХЛИНА	БУХЛИНУ	жр,ед,вн
БУХЛИН	БУХЛИНЫМ	мр-жр,мн,дт
БУХЛИН	БУХЛИНЕ	мр,ед,пр
БУХЛИН	БУХЛИНЫ	мр-жр,мн,им
БУХЛИН	БУХЛИНЫХ	мр-жр,мн,пр
БУХЛИН	БУХЛИНЫМИ	мр-жр,мн,тв
БУХЛИНА	БУХЛИНОЙ	жр,ед,пр
БУХМАН	БУХМАН	жр,0
БУХМАН	БУХМАНА	мр,ед,вн
БУХМАН	БУХМАНУ	мр,ед,дт
БУХМАН	БУХМАНОМ	мр,ед,тв
БУХМАН	БУХМАНЕ	мр,ед,пр
БУХМАН	БУХМАНЫ	мр-жр,мн,им
БУХМАН	БУХМАНОВ	мр-жр,мн,вн
БУХМАН	БУХМАНАМ	мр-жр,мн,дт
БУХМАН	БУХМАНАМИ	мр-жр,мн,тв
БУХМАН	БУХМАНАХ	мр-жр,мн,пр
БУХНЕР	БУХНЕР	жр,0
БУХНЕР	БУХНЕРА	мр,ед,вн
БУХНЕР	БУХНЕРУ	мр,ед,дт
БУХНЕР	БУХНЕРОМ	мр,ед,тв
БУХНЕР	БУХНЕРЕ	мр,ед,пр
БУХНЕР	БУХНЕРЫ	мр-жр,мн,им
БУХНЕР	БУХНЕРОВ	мр-жр,мн,вн
БУХНЕР	БУХНЕРАМ	мр-жр,мн,дт
БУХНЕР	БУХНЕРАМИ	мр-жр,мн,тв
БУХНЕР	БУХНЕРАХ	мр-жр,мн,пр
БУХНИН	БУХНИН	мр,ед,им
БУХНИНА	БУХНИНА	жр,ед,им
БУХНИНА	БУХНИНУ	жр,ед,вн
БУХНИН	БУХНИНЫМ	мр-жр,мн,дт
БУХНИН	БУХНИНЕ	мр,ед,пр
БУХНИН	БУХНИНЫ	мр-жр,мн,им
БУХНИН	БУХНИНЫХ	мр-жр,мн,пр
БУХНИН	БУХНИНЫМИ	мр-жр,мн,тв
БУХНИНА	БУХНИНОЙ	жр,ед,пр
БУХОВЦЕВ	БУХОВЦЕВ	мр,ед,им
БУХОВЦЕВА	БУХОВЦЕВА	жр,ед,им
БУХОВЦЕВА	БУХОВЦЕВУ	жр,ед,вн
БУХОВЦЕВ	БУХОВЦЕВЫМ	мр-жр,мн,дт
БУХОВЦЕВ	БУХОВЦЕВЕ	мр,ед,пр
БУХОВЦЕВ	БУХОВЦЕВЫ	мр-жр,мн,им
БУХОВЦЕВ	БУХОВЦЕВЫХ	мр-жр,мн,пр
БУХОВЦЕВ	БУХОВЦЕВЫМИ	мр-жр,мн,тв
БУХОВЦЕВА	БУХОВЦЕВОЙ	жр,ед,пр
БУХОНОВ	БУХОНОВ	мр,ед,им
БУХОНОВА	БУХОНОВА	жр,ед,им
БУХОНОВА	БУХОНОВУ	жр,ед,вн
БУХОНОВ	БУХОНОВЫМ	мр-жр,мн,дт
БУХОНОВ	БУХОНОВЕ	мр,ед,пр
БУХОНОВ	БУХОНОВЫ	мр-жр,мн,им
БУХОНОВ	БУХОНОВЫХ	мр-жр,мн,пр
БУХОНОВ	БУХОНОВЫМИ	мр-жр,мн,тв
БУХОНОВА	БУХОНОВОЙ	жр,ед,пр
БУХОСНИН	БУХОСНИН	мр,ед,им
БУХОСНИНА	БУХОСНИНА	жр,ед,им
БУХОСНИНА	БУХОСНИНУ	жр,ед,вн
БУХОСНИН	БУХОСНИНЫМ	мр-жр,мн,дт
БУХОСНИН	БУХОСНИНЕ	мр,ед,пр
БУХОСНИН	БУХОСНИНЫ	мр-жр,мн,им
БУХОСНИН	БУХОСНИНЫХ	мр-жр,мн,пр
БУХОСНИН	БУХОСНИНЫМИ	мр-жр,мн,тв
БУХОСНИНА	БУХОСНИНОЙ	жр,ед,пр
БУХТЕЕВ	БУХТЕЕВ	мр,ед,им
БУХТЕЕВА	БУХТЕЕВА	жр,ед,им
БУХТЕЕВА	БУХТЕЕВУ	жр,ед,вн
БУХТЕЕВ	БУХТЕЕВЫМ	мр-жр,мн,дт
БУХТЕЕВ	БУХТЕЕВЕ	мр,ед,пр
БУХТЕЕВ	БУХТЕЕВЫ	мр-жр,мн,им
БУХТЕЕВ	БУХТЕЕВЫХ	мр-жр,мн,пр
БУХТЕЕВ	БУХТЕЕВЫМИ	мр-жр,мн,тв
БУХТЕЕВА	БУХТЕЕВОЙ	жр,ед,пр
БУХТИЛОВ	БУХТИЛОВ	мр,ед,им
БУХТИЛОВА	БУХТИЛОВА	жр,ед,им
БУХТИЛОВА	БУХТИЛОВУ	жр,ед,вн
БУХТИЛОВ	БУХТИЛОВЫМ	мр-жр,мн,дт
БУХТИЛОВ	БУХТИЛОВЕ	мр,ед,пр
БУХТИЛОВ	БУХТИЛОВЫ	мр-жр,мн,им
БУХТИЛОВ	БУХТИЛОВЫХ	мр-жр,мн,пр
БУХТИЛОВ	БУХТИЛОВЫМИ	мр-жр,мн,тв
БУХТИЛОВА	БУХТИЛОВОЙ	жр,ед,пр
БУХТИНИЧЕВ	БУХТИНИЧЕВ	мр,ед,им
БУХТИНИЧЕВА	БУХТИНИЧЕВА	жр,ед,им
БУХТИНИЧЕВА	БУХТИНИЧЕВУ	жр,ед,вн
БУХТИНИЧЕВ	БУХТИНИЧЕВЫМ	мр-жр,мн,дт
БУХТИНИЧЕВ	БУХТИНИЧЕВЕ	мр,ед,пр
БУХТИНИЧЕВ	БУХТИНИЧЕВЫ	мр-жр,мн,им
БУХТИНИЧЕВ	БУХТИНИЧЕВЫХ	мр-жр,мн,пр
БУХТИНИЧЕВ	БУХТИНИЧЕВЫМИ	мр-жр,мн,тв
БУХТИНИЧЕВА	БУХТИНИЧЕВОЙ	жр,ед,пр
БУХТИЯРОВ	БУХТИЯРОВ	мр,ед,им
БУХТИЯРОВА	БУХТИЯРОВА	жр,ед,им
БУХТИЯРОВА	БУХТИЯРОВУ	жр,ед,вн
БУХТИЯРОВ	БУХТИЯРОВЫМ	мр-жр,мн,дт
БУХТИЯРОВ	БУХТИЯРОВЕ	мр,ед,пр
БУХТИЯРОВ	БУХТИЯРОВЫ	мр-жр,мн,им
БУХТИЯРОВ	БУХТИЯРОВЫХ	мр-жр,мн,пр
БУХТИЯРОВ	БУХТИЯРОВЫМИ	мр-жр,мн,тв
БУХТИЯРОВА	БУХТИЯРОВОЙ	жр,ед,пр
БУХТОЯРОВ	БУХТОЯРОВ	мр,ед,им
БУХТОЯРОВА	БУХТОЯРОВА	жр,ед,им
БУХТОЯРОВА	БУХТОЯРОВУ	жр,ед,вн
БУХТОЯРОВ	БУХТОЯРОВЫМ	мр-жр,мн,дт
БУХТОЯРОВ	БУХТОЯРОВЕ	мр,ед,пр
БУХТОЯРОВ	БУХТОЯРОВЫ	мр-жр,мн,им
БУХТОЯРОВ	БУХТОЯРОВЫХ	мр-жр,мн,пр
БУХТОЯРОВ	БУХТОЯРОВЫМИ	мр-жр,мн,тв
БУХТОЯРОВА	БУХТОЯРОВОЙ	жр,ед,пр
БУХТУЕВ	БУХТУЕВ	мр,ед,им
БУХТУЕВА	БУХТУЕВА	жр,ед,им
БУХТУЕВА	БУХТУЕВУ	жр,ед,вн
БУХТУЕВ	БУХТУЕВЫМ	мр-жр,мн,дт
БУХТУЕВ	БУХТУЕВЕ	мр,ед,пр
БУХТУЕВ	БУХТУЕВЫ	мр-жр,мн,им
БУХТУЕВ	БУХТУЕВЫХ	мр-жр,мн,пр
БУХТУЕВ	БУХТУЕВЫМИ	мр-жр,мн,тв
БУХТУЕВА	БУХТУЕВОЙ	жр,ед,пр
БУЦКИЙ	БУЦКИЙ	мр,ед,им
БУЦКИЙ	БУЦКОГО	мр,ед,вн
БУЦКИЙ	БУЦКОМУ	мр,ед,дт
БУЦКИЙ	БУЦКИМ	мр-жр,мн,дт
БУЦКИЙ	БУЦКОМ	мр,ед,пр
БУЦКИЙ	БУЦКИЕ	мр-жр,мн,им
БУЦКИЙ	БУЦКИХ	мр-жр,мн,пр
БУЦКИЙ	БУЦКИМИ	мр-жр,мн,тв
БУЦКАЯ	БУЦКАЯ	жр,ед,им
БУЦКАЯ	БУЦКОЙ	жр,ед,пр
БУЦКАЯ	БУЦКУЮ	жр,ед,вн
БУЧАЧЕНКО	БУЧАЧЕНКО	мр-жр,0
БУЧЕНКОВ	БУЧЕНКОВ	мр,ед,им
БУЧЕНКОВА	БУЧЕНКОВА	жр,ед,им
БУЧЕНКОВА	БУЧЕНКОВУ	жр,ед,вн
БУЧЕНКОВ	БУЧЕНКОВЫМ	мр-жр,мн,дт
БУЧЕНКОВ	БУЧЕНКОВЕ	мр,ед,пр
БУЧЕНКОВ	БУЧЕНКОВЫ	мр-жр,мн,им
БУЧЕНКОВ	БУЧЕНКОВЫХ	мр-жр,мн,пр
БУЧЕНКОВ	БУЧЕНКОВЫМИ	мр-жр,мн,тв
БУЧЕНКОВА	БУЧЕНКОВОЙ	жр,ед,пр
БУЧИН	БУЧИН	мр,ед,им
БУЧИНА	БУЧИНА	жр,ед,им
БУЧИНА	БУЧИНУ	жр,ед,вн
БУЧИН	БУЧИНЫМ	мр-жр,мн,дт
БУЧИН	БУЧИНЕ	мр,ед,пр
БУЧИН	БУЧИНЫ	мр-жр,мн,им
БУЧИН	БУЧИНЫХ	мр-жр,мн,пр
БУЧИН	БУЧИНЫМИ	мр-жр,мн,тв
БУЧИНА	БУЧИНОЙ	жр,ед,пр
БУЧНЕВ	БУЧНЕВ	мр,ед,им
БУЧНЕВА	БУЧНЕВА	жр,ед,им
БУЧНЕВА	БУЧНЕВУ	жр,ед,вн
БУЧНЕВ	БУЧНЕВЫМ	мр-жр,мн,дт
БУЧНЕВ	БУЧНЕВЕ	мр,ед,пр
БУЧНЕВ	БУЧНЕВЫ	мр-жр,мн,им
БУЧНЕВ	БУЧНЕВЫХ	мр-жр,мн,пр
БУЧНЕВ	БУЧНЕВЫМИ	мр-жр,мн,тв
БУЧНЕВА	БУЧНЕВОЙ	жр,ед,пр
БУШ	БУШ	жр,0
БУШ	БУША	мр,ед,вн
БУШ	БУШУ	мр,ед,дт
БУШ	БУШЕМ	мр,ед,тв
БУШ	БУШЕ	мр,ед,пр
БУШ	БУШИ	мр-жр,мн,им
БУШ	БУШЕЙ	мр-жр,мн,вн
БУШ	БУШАМ	мр-жр,мн,дт
БУШ	БУШАМИ	мр-жр,мн,тв
БУШ	БУШАХ	мр-жр,мн,пр
БУШКОВ	БУШКОВ	мр,ед,им
БУШКОВА	БУШКОВА	жр,ед,им
БУШКОВА	БУШКОВУ	жр,ед,вн
БУШКОВ	БУШКОВЫМ	мр-жр,мн,дт
БУШКОВ	БУШКОВЕ	мр,ед,пр
БУШКОВ	БУШКОВЫ	мр-жр,мн,им
БУШКОВ	БУШКОВЫХ	мр-жр,мн,пр
БУШКОВ	БУШКОВЫМИ	мр-жр,мн,тв
БУШКОВА	БУШКОВОЙ	жр,ед,пр
БУШМАКИН	БУШМАКИН	мр,ед,им
БУШМАКИНА	БУШМАКИНА	жр,ед,им
БУШМАКИНА	БУШМАКИНУ	жр,ед,вн
БУШМАКИН	БУШМАКИНЫМ	мр-жр,мн,дт
БУШМАКИН	БУШМАКИНЕ	мр,ед,пр
БУШМАКИН	БУШМАКИНЫ	мр-жр,мн,им
БУШМАКИН	БУШМАКИНЫХ	мр-жр,мн,пр
БУШМАКИН	БУШМАКИНЫМИ	мр-жр,мн,тв
БУШМАКИНА	БУШМАКИНОЙ	жр,ед,пр
БУШМАН	БУШМАН	жр,0
БУШМАН	БУШМАНА	мр,ед,вн
БУШМАН	БУШМАНУ	мр,ед,дт
БУШМАН	БУШМАНОМ	мр,ед,тв
БУШМАН	БУШМАНЕ	мр,ед,пр
БУШМАН	БУШМАНЫ	мр-жр,мн,им
БУШМАН	БУШМАНОВ	мр-жр,мн,вн
БУШМАН	БУШМАНАМ	мр-жр,мн,дт
БУШМАН	БУШМАНАМИ	мр-жр,мн,тв
БУШМАН	БУШМАНАХ	мр-жр,мн,пр
БУШМЕЛЕВ	БУШМЕЛЕВ	мр,ед,им
БУШМЕЛЕВА	БУШМЕЛЕВА	жр,ед,им
БУШМЕЛЕВА	БУШМЕЛЕВУ	жр,ед,вн
БУШМЕЛЕВ	БУШМЕЛЕВЫМ	мр-жр,мн,дт
БУШМЕЛЕВ	БУШМЕЛЕВЕ	мр,ед,пр
БУШМЕЛЕВ	БУШМЕЛЕВЫ	мр-жр,мн,им
БУШМЕЛЕВ	БУШМЕЛЕВЫХ	мр-жр,мн,пр
БУШМЕЛЕВ	БУШМЕЛЕВЫМИ	мр-жр,мн,тв
БУШМЕЛЕВА	БУШМЕЛЕВОЙ	жр,ед,пр
БУШМИН	БУШМИН	мр,ед,им
БУШМИНА	БУШМИНА	жр,ед,им
БУШМИНА	БУШМИНУ	жр,ед,вн
БУШМИН	БУШМИНЫМ	мр-жр,мн,дт
БУШМИН	БУШМИНЕ	мр,ед,пр
БУШМИН	БУШМИНЫ	мр-жр,мн,им
БУШМИН	БУШМИНЫХ	мр-жр,мн,пр
БУШМИН	БУШМИНЫМИ	мр-жр,мн,тв
БУШМИНА	БУШМИНОЙ	жр,ед,пр
БУШНИН	БУШНИН	мр,ед,им
БУШНИНА	БУШНИНА	жр,ед,им
БУШНИНА	БУШНИНУ	жр,ед,вн
БУШНИН	БУШНИНЫМ	мр-жр,мн,дт
БУШНИН	БУШНИНЕ	мр,ед,пр
БУШНИН	БУШНИНЫ	мр-жр,мн,им
БУШНИН	БУШНИНЫХ	мр-жр,мн,пр
БУШНИН	БУШНИНЫМИ	мр-жр,мн,тв
БУШНИНА	БУШНИНОЙ	жр,ед,пр
БУШНОВ	БУШНОВ	мр,ед,им
БУШНОВА	БУШНОВА	жр,ед,им
БУШНОВА	БУШНОВУ	жр,ед,вн
БУШНОВ	БУШНОВЫМ	мр-жр,мн,дт
БУШНОВ	БУШНОВЕ	мр,ед,пр
БУШНОВ	БУШНОВЫ	мр-жр,мн,им
БУШНОВ	БУШНОВЫХ	мр-жр,мн,пр
БУШНОВ	БУШНОВЫМИ	мр-жр,мн,тв
БУШНОВА	БУШНОВОЙ	жр,ед,пр
БУШУЕВ	БУШУЕВ	мр,ед,им
БУШУЕВА	БУШУЕВА	жр,ед,им
БУШУЕВА	БУШУЕВУ	жр,ед,вн
БУШУЕВ	БУШУЕВЫМ	мр-жр,мн,дт
БУШУЕВ	БУШУЕВЕ	мр,ед,пр
БУШУЕВ	БУШУЕВЫ	мр-жр,мн,им
БУШУЕВ	БУШУЕВЫХ	мр-жр,мн,пр
БУШУЕВ	БУШУЕВЫМИ	мр-жр,мн,тв
БУШУЕВА	БУШУЕВОЙ	жр,ед,пр
БУШУНОВ	БУШУНОВ	мр,ед,им
БУШУНОВА	БУШУНОВА	жр,ед,им
БУШУНОВА	БУШУНОВУ	жр,ед,вн
БУШУНОВ	БУШУНОВЫМ	мр-жр,мн,дт
БУШУНОВ	БУШУНОВЕ	мр,ед,пр
БУШУНОВ	БУШУНОВЫ	мр-жр,мн,им
БУШУНОВ	БУШУНОВЫХ	мр-жр,мн,пр
БУШУНОВ	БУШУНОВЫМИ	мр-жр,мн,тв
БУШУНОВА	БУШУНОВОЙ	жр,ед,пр
БУЯКЕВИЧ	БУЯКЕВИЧ	жр,0
БУЯКЕВИЧ	БУЯКЕВИЧА	мр,ед,вн
БУЯКЕВИЧ	БУЯКЕВИЧУ	мр,ед,дт
БУЯКЕВИЧ	БУЯКЕВИЧЕМ	мр,ед,тв
БУЯКЕВИЧ	БУЯКЕВИЧЕ	мр,ед,пр
БУЯКЕВИЧ	БУЯКЕВИЧИ	мр-жр,мн,им
БУЯКЕВИЧ	БУЯКЕВИЧЕЙ	мр-жр,мн,вн
БУЯКЕВИЧ	БУЯКЕВИЧАМ	мр-жр,мн,дт
БУЯКЕВИЧ	БУЯКЕВИЧАМИ	мр-жр,мн,тв
БУЯКЕВИЧ	БУЯКЕВИЧАХ	мр-жр,мн,пр
БУЯНОВ	БУЯНОВ	мр,ед,им
БУЯНОВА	БУЯНОВА	жр,ед,им
БУЯНОВА	БУЯНОВУ	жр,ед,вн
БУЯНОВ	БУЯНОВЫМ	мр-жр,мн,дт
БУЯНОВ	БУЯНОВЕ	мр,ед,пр
БУЯНОВ	БУЯНОВЫ	мр-жр,мн,им
БУЯНОВ	БУЯНОВЫХ	мр-жр,мн,пр
БУЯНОВ	БУЯНОВЫМИ	мр-жр,мн,тв
БУЯНОВА	БУЯНОВОЙ	жр,ед,пр
БУЯНТУЕВ	БУЯНТУЕВ	мр,ед,им
БУЯНТУЕВА	БУЯНТУЕВА	жр,ед,им
БУЯНТУЕВА	БУЯНТУЕВУ	жр,ед,вн
БУЯНТУЕВ	БУЯНТУЕВЫМ	мр-жр,мн,дт
БУЯНТУЕВ	БУЯНТУЕВЕ	мр,ед,пр
БУЯНТУЕВ	БУЯНТУЕВЫ	мр-жр,мн,им
БУЯНТУЕВ	БУЯНТУЕВЫХ	мр-жр,мн,пр
БУЯНТУЕВ	БУЯНТУЕВЫМИ	мр-жр,мн,тв
БУЯНТУЕВА	БУЯНТУЕВОЙ	жр,ед,пр
БУЯЧЕНКОВ	БУЯЧЕНКОВ	мр,ед,им
БУЯЧЕНКОВА	БУЯЧЕНКОВА	жр,ед,им
БУЯЧЕНКОВА	БУЯЧЕНКОВУ	жр,ед,вн
БУЯЧЕНКОВ	БУЯЧЕНКОВЫМ	мр-жр,мн,дт
БУЯЧЕНКОВ	БУЯЧЕНКОВЕ	мр,ед,пр
БУЯЧЕНКОВ	БУЯЧЕНКОВЫ	мр-жр,мн,им
БУЯЧЕНКОВ	БУЯЧЕНКОВЫХ	мр-жр,мн,пр
БУЯЧЕНКОВ	БУЯЧЕНКОВЫМИ	мр-жр,мн,тв
БУЯЧЕНКОВА	БУЯЧЕНКОВОЙ	жр,ед,пр
БЫВАЙЛОВ	БЫВАЙЛОВ	мр,ед,им
БЫВАЙЛОВА	БЫВАЙЛОВА	жр,ед,им
БЫВАЙЛОВА	БЫВАЙЛОВУ	жр,ед,вн
БЫВАЙЛОВ	БЫВАЙЛОВЫМ	мр-жр,мн,дт
БЫВАЙЛОВ	БЫВАЙЛОВЕ	мр,ед,пр
БЫВАЙЛОВ	БЫВАЙЛОВЫ	мр-жр,мн,им
БЫВАЙЛОВ	БЫВАЙЛОВЫХ	мр-жр,мн,пр
БЫВАЙЛОВ	БЫВАЙЛОВЫМИ	мр-жр,мн,тв
БЫВАЙЛОВА	БЫВАЙЛОВОЙ	жр,ед,пр
БЫКАДОРОВ	БЫКАДОРОВ	мр,ед,им
БЫКАДОРОВА	БЫКАДОРОВА	жр,ед,им
БЫКАДОРОВА	БЫКАДОРОВУ	жр,ед,вн
БЫКАДОРОВ	БЫКАДОРОВЫМ	мр-жр,мн,дт
БЫКАДОРОВ	БЫКАДОРОВЕ	мр,ед,пр
БЫКАДОРОВ	БЫКАДОРОВЫ	мр-жр,мн,им
БЫКАДОРОВ	БЫКАДОРОВЫХ	мр-жр,мн,пр
БЫКАДОРОВ	БЫКАДОРОВЫМИ	мр-жр,мн,тв
БЫКАДОРОВА	БЫКАДОРОВОЙ	жр,ед,пр
БЫКАНОВ	БЫКАНОВ	мр,ед,им
БЫКАНОВА	БЫКАНОВА	жр,ед,им
БЫКАНОВА	БЫКАНОВУ	жр,ед,вн
БЫКАНОВ	БЫКАНОВЫМ	мр-жр,мн,дт
БЫКАНОВ	БЫКАНОВЕ	мр,ед,пр
БЫКАНОВ	БЫКАНОВЫ	мр-жр,мн,им
БЫКАНОВ	БЫКАНОВЫХ	мр-жр,мн,пр
БЫКАНОВ	БЫКАНОВЫМИ	мр-жр,мн,тв
БЫКАНОВА	БЫКАНОВОЙ	жр,ед,пр
БЫКОВ	БЫКОВ	мр,ед,им
БЫКОВА	БЫКОВА	жр,ед,им
БЫКОВА	БЫКОВУ	жр,ед,вн
БЫКОВ	БЫКОВЫМ	мр-жр,мн,дт
БЫКОВ	БЫКОВЕ	мр,ед,пр
БЫКОВ	БЫКОВЫ	мр-жр,мн,им
БЫКОВ	БЫКОВЫХ	мр-жр,мн,пр
БЫКОВ	БЫКОВЫМИ	мр-жр,мн,тв
БЫКОВА	БЫКОВОЙ	жр,ед,пр
БЫКОВСКИЙ	БЫКОВСКИЙ	мр,ед,им
БЫКОВСКИЙ	БЫКОВСКОГО	мр,ед,вн
БЫКОВСКИЙ	БЫКОВСКОМУ	мр,ед,дт
БЫКОВСКИЙ	БЫКОВСКИМ	мр-жр,мн,дт
БЫКОВСКИЙ	БЫКОВСКОМ	мр,ед,пр
БЫКОВСКИЙ	БЫКОВСКИЕ	мр-жр,мн,им
БЫКОВСКИЙ	БЫКОВСКИХ	мр-жр,мн,пр
БЫКОВСКИЙ	БЫКОВСКИМИ	мр-жр,мн,тв
БЫКОВСКАЯ	БЫКОВСКАЯ	жр,ед,им
БЫКОВСКАЯ	БЫКОВСКОЙ	жр,ед,пр
БЫКОВСКАЯ	БЫКОВСКУЮ	жр,ед,вн
БЫЛИНКИН	БЫЛИНКИН	мр,ед,им
БЫЛИНКИНА	БЫЛИНКИНА	жр,ед,им
БЫЛИНКИНА	БЫЛИНКИНУ	жр,ед,вн
БЫЛИНКИН	БЫЛИНКИНЫМ	мр-жр,мн,дт
БЫЛИНКИН	БЫЛИНКИНЕ	мр,ед,пр
БЫЛИНКИН	БЫЛИНКИНЫ	мр-жр,мн,им
БЫЛИНКИН	БЫЛИНКИНЫХ	мр-жр,мн,пр
БЫЛИНКИН	БЫЛИНКИНЫМИ	мр-жр,мн,тв
БЫЛИНКИНА	БЫЛИНКИНОЙ	жр,ед,пр
БЫРДИН	БЫРДИН	мр,ед,им
БЫРДИНА	БЫРДИНА	жр,ед,им
БЫРДИНА	БЫРДИНУ	жр,ед,вн
БЫРДИН	БЫРДИНЫМ	мр-жр,мн,дт
БЫРДИН	БЫРДИНЕ	мр,ед,пр
БЫРДИН	БЫРДИНЫ	мр-жр,мн,им
БЫРДИН	БЫРДИНЫХ	мр-жр,мн,пр
БЫРДИН	БЫРДИНЫМИ	мр-жр,мн,тв
БЫРДИНА	БЫРДИНОЙ	жр,ед,пр
БЫРКИН	БЫРКИН	мр,ед,им
БЫРКИНА	БЫРКИНА	жр,ед,им
БЫРКИНА	БЫРКИНУ	жр,ед,вн
БЫРКИН	БЫРКИНЫМ	мр-жр,мн,дт
БЫРКИН	БЫРКИНЕ	мр,ед,пр
БЫРКИН	БЫРКИНЫ	мр-жр,мн,им
БЫРКИН	БЫРКИНЫХ	мр-жр,мн,пр
БЫРКИН	БЫРКИНЫМИ	мр-жр,мн,тв
БЫРКИНА	БЫРКИНОЙ	жр,ед,пр
БЫСТРЕЦОВ	БЫСТРЕЦОВ	мр,ед,им
БЫСТРЕЦОВА	БЫСТРЕЦОВА	жр,ед,им
БЫСТРЕЦОВА	БЫСТРЕЦОВУ	жр,ед,вн
БЫСТРЕЦОВ	БЫСТРЕЦОВЫМ	мр-жр,мн,дт
БЫСТРЕЦОВ	БЫСТРЕЦОВЕ	мр,ед,пр
БЫСТРЕЦОВ	БЫСТРЕЦОВЫ	мр-жр,мн,им
БЫСТРЕЦОВ	БЫСТРЕЦОВЫХ	мр-жр,мн,пр
БЫСТРЕЦОВ	БЫСТРЕЦОВЫМИ	мр-жр,мн,тв
БЫСТРЕЦОВА	БЫСТРЕЦОВОЙ	жр,ед,пр
БЫСТРИЦКИЙ	БЫСТРИЦКИЙ	мр,ед,им
БЫСТРИЦКИЙ	БЫСТРИЦКОГО	мр,ед,вн
БЫСТРИЦКИЙ	БЫСТРИЦКОМУ	мр,ед,дт
БЫСТРИЦКИЙ	БЫСТРИЦКИМ	мр-жр,мн,дт
БЫСТРИЦКИЙ	БЫСТРИЦКОМ	мр,ед,пр
БЫСТРИЦКИЙ	БЫСТРИЦКИЕ	мр-жр,мн,им
БЫСТРИЦКИЙ	БЫСТРИЦКИХ	мр-жр,мн,пр
БЫСТРИЦКИЙ	БЫСТРИЦКИМИ	мр-жр,мн,тв
БЫСТРИЦКАЯ	БЫСТРИЦКАЯ	жр,ед,им
БЫСТРИЦКАЯ	БЫСТРИЦКОЙ	жр,ед,пр
БЫСТРИЦКАЯ	БЫСТРИЦКУЮ	жр,ед,вн
БЫСТРОВ	БЫСТРОВ	мр,ед,им
БЫСТРОВА	БЫСТРОВА	жр,ед,им
БЫСТРОВА	БЫСТРОВУ	жр,ед,вн
БЫСТРОВ	БЫСТРОВЫМ	мр-жр,мн,дт
БЫСТРОВ	БЫСТРОВЕ	мр,ед,пр
БЫСТРОВ	БЫСТРОВЫ	мр-жр,мн,им
БЫСТРОВ	БЫСТРОВЫХ	мр-жр,мн,пр
БЫСТРОВ	БЫСТРОВЫМИ	мр-жр,мн,тв
БЫСТРОВА	БЫСТРОВОЙ	жр,ед,пр
БЫСТРОВЗОРОВ	БЫСТРОВЗОРОВ	мр,ед,им
БЫСТРОВЗОРОВА	БЫСТРОВЗОРОВА	жр,ед,им
БЫСТРОВЗОРОВА	БЫСТРОВЗОРОВУ	жр,ед,вн
БЫСТРОВЗОРОВ	БЫСТРОВЗОРОВЫМ	мр-жр,мн,дт
БЫСТРОВЗОРОВ	БЫСТРОВЗОРОВЕ	мр,ед,пр
БЫСТРОВЗОРОВ	БЫСТРОВЗОРОВЫ	мр-жр,мн,им
БЫСТРОВЗОРОВ	БЫСТРОВЗОРОВЫХ	мр-жр,мн,пр
БЫСТРОВЗОРОВ	БЫСТРОВЗОРОВЫМИ	мр-жр,мн,тв
БЫСТРОВЗОРОВА	БЫСТРОВЗОРОВОЙ	жр,ед,пр
БЫХОВСКИЙ	БЫХОВСКИЙ	мр,ед,им
БЫХОВСКИЙ	БЫХОВСКОГО	мр,ед,вн
БЫХОВСКИЙ	БЫХОВСКОМУ	мр,ед,дт
БЫХОВСКИЙ	БЫХОВСКИМ	мр-жр,мн,дт
БЫХОВСКИЙ	БЫХОВСКОМ	мр,ед,пр
БЫХОВСКИЙ	БЫХОВСКИЕ	мр-жр,мн,им
БЫХОВСКИЙ	БЫХОВСКИХ	мр-жр,мн,пр
БЫХОВСКИЙ	БЫХОВСКИМИ	мр-жр,мн,тв
БЫХОВСКАЯ	БЫХОВСКАЯ	жр,ед,им
БЫХОВСКАЯ	БЫХОВСКОЙ	жр,ед,пр
БЫХОВСКАЯ	БЫХОВСКУЮ	жр,ед,вн
БЫХТЕНКО	БЫХТЕНКО	мр-жр,0
БЫЧЕВСКИЙ	БЫЧЕВСКИЙ	мр,ед,им
БЫЧЕВСКИЙ	БЫЧЕВСКОГО	мр,ед,вн
